content,label
"Toyota Vios chưa buông, Hyundai Accent ‘lạc bước’ ngôi vương sẽ thuộc về ai? Nỗ lực trong giai đoạn “chạy nước rút” giúp Toyota Vios gần như san bằng cách biệt doanh số, trong khi bước chững lại bất ngờ của Hyundai Accent ngay “phút 89” khiến cuộc đua đến ngôi vương sedan hạng B tại Việt Nam trở nên kịch tính hơn bao giờ hết.",1

"SUV đô thị: Toyota Corolla Cross khẳng định vị thế, KIA Seltos giảm nhiệt Trong bức tranh màu sáng của phân khúc SUV đô thị, Toyota Corolla Cross chính là điểm nhấn khi lập kỉ lục doanh số với hơn 3.000 xe bán ra, trong khi đối thủ KIA Seltos đang bắt đầu giảm nhiệt.",1

"Bão Rai đang mạnh lên, tiến vào Biển Đông thành bão số 9 Áp thấp nhiệt đới ngoài khơi Philippines đã mạnh lên thành bão có tên quốc tế là cơn bão Rai. Dự báo khoảng ngày 17.12, bão Rai sẽ đi vào phía nam Biển Đông và trở thành cơn bão số 9 trong năm nay.",1

"Ông Nguyễn Đức Chung lãnh thêm 8 năm tù, buộc bồi thường 25 tỉ đồng TAND thành phố Hà Nội đã tuyên phạt bị cáo Nguyễn Đức Chung, cựu Chủ tịch UBND thành phố Hà Nội, 8 năm tù về tội ""lợi dụng chức vụ quyền hạn trong khi thi hành công vụ"" và phải bồi thường 25 tỉ đồng thiệt hại trong vụ án.",0

"Thuốc nhỏ mắt trị chứng nhìn gần bị mờ sau tuổi 40 Một loại thuốc nhỏ mắt mới có thể trợ giúp của hàng triệu người bị lão thị, tức nhìn gần bị mờ. Đây là tình trạng thường thấy ở hầu hết những người trên 40 tuổi.",1

"Xét xử vụ sát hại Quân 'xa lộ': Võ Thùy Linh phủ nhận vai trò chủ mưu Tại phần xét hỏi chiều 14.12, bị cáo Võ Thùy Linh khai không biết Quân 'xa lộ' và phủ nhận vai trò chủ mưu.",1

"Đại diện SAGRI xin giảm nhẹ cho các bị cáo nguyên là nhân viên tổng công ty Tại phiên xét xử bị cáo Lê Tấn Hùng cùng 18 đồng phạm liên quan vụ sai phạm tại SAGRI, đại diện SAGRI đã xin giảm nhẹ cho 7 bị cáo, nguyên là nhân viên SAGRI.",1

Phạm Thị Đoan Trang lãnh 9 năm tù về tội tuyên truyền chống nhà nước Tòa án nhân dân TP.Hà Nội vừa tuyên Phạm Thị Đoan Trang 9 năm tù về tội “tuyên truyền chống nhà nước Cộng hòa xã hội chủ nghĩa Việt Nam”.,0

Vì sao trường đại học về IT lại xét tuyển thẳng thí sinh tài năng thể thao? Trường ĐH Công nghệ thông tin TP.HCM dự kiến sẽ xét tuyển thẳng học sinh có tài năng thể thao. Đây là một trong các nội dung dự kiến của phương án tuyển sinh 2022 của trường này.,1

"Chuyên gia đề xuất TP.HCM tổ chức đưa đón người dân ngoại tỉnh về quê dịp Tết Chuyên gia đề xuất TP.HCM cần cung cấp các chuyến xe buýt công cộng đưa người lao động, người dân ngoại tỉnh về quê ăn Tết và đón họ trở lại làm việc.",1

"Làm sao để phân biệt triệu chứng nào là cảm lạnh, cúm hay Covid-19? Nếu bạn bị ho, nghẹt mũi, hắt hơi hoặc ngứa cổ họng, thật không dễ để nhận biết đó là triệu chứng Covid-19, cúm do virus hay cảm lạnh, vì có nhiều triệu chứng giống nhau giữa 3 bệnh này.",1

Ông Park kéo tuyển Việt Nam xuống mặt đất Tuyển Việt Nam cần thêm ít nhất 3 điểm nữa trước đối thủ cũng nhiều duyên nợ Indonesia vào ngày 15.12 tới đây. Ông Park không muốn học trò mãi đi trên mây…,0

"Từ chàng trai vẽ bậy trên tường đến 'tay sơn' gạo cội của làng graffiti Việt Nam Theo đuổi graffiti 15 năm, đối mặt với nhiều lời chê trách, chàng trai ở Sài Gòn trở thành gương mặt được nhiều người biết đến trong làng nghệ thuật đường phố Việt Nam.",0

"Chơi phản tinh thần thể thao, cầu thủ bóng rổ Hà Nội bị lên án Giải bóng rổ 3x3 U.23 vô địch quốc gia vừa kết thúc tại Nha Trang với ngôi vô địch thuộc về đội Hậu Giang 1 nhưng hành vi không đẹp của các cầu thủ Hà Nội ở bán kết bị nhiều người lên án.",0

"Vietnamobile có tổng giám đốc mới Nhà mạng Vietnamobile vừa công bố một số chiến lược kinh doanh mới của mình trong năm 2022, đồng thời thông báo đã có tân Tổng giám đốc.",0

"Hơn 1.000 container nông sản mắc kẹt ở cửa khẩu Móng Cái Hơn 1.000 container, trong đó phần lớn là hàng nông sản đang bị kẹt cứng ở cửa khẩu quốc tế Móng Cái (Quảng Ninh) mà chưa thể xuất sang Trung Quốc.",1

"Bình Phước mở rộng 2 Khu công nghiệp Bắc Đồng Phú và Nam Đồng Phú Tỉnh Bình Phước đã thống nhất thông qua quy hoạch, mở rộng 2 Khu công nghiệp Bắc Đồng Phú và Nam Đồng Phú giai đoạn 2 với tổng diện tích gần 800 ha.",1

Hyundai Tucson 2022 có thêm phiên bản hầm hố Hyundai Tucson 2022 có thêm phiên bản XRT dành cho thị trường Mỹ với các phụ kiện ngoại hình hầm hố hơn nguyên bản.,1

Giá USD hôm nay 14.12.2021: Đồng bạc xanh tiếp tục tăng Giá USD sáng 14.12 tiếp tục đi lên trên thị trường tự do trong khi ngân hàng thương mại hầu như không thay đổi.,1

Tổng thống Philippines đột ngột rút lui khỏi cuộc đua vào Thượng viện Tổng thống Philippines Rodrigo Duterte ngày 14.12 đã rút lui khỏi cuộc đua giành ghế ở Thượng viện nước này.,1

"Trung Quốc cách ly hơn nửa triệu người vì ổ dịch Covid-19, phát hiện thêm ca Omicron nhập cảnh Chiết Giang, tỉnh có vai trò kinh tế quan trọng ở Trung Quốc, đang đối mặt với đợt lây nhiễm Covid-19 khiến nửa triệu người phải cách ly và các doanh nghiệp phải ngừng hoạt động.",1

Tổng thống Putin muốn đối thoại ngay với NATO về Ukraine Tổng thống Nga Vladimir Putin mới đây nói với Thủ tướng Anh Boris Johnson rằng ông muốn có cuộc đối thoại tức thì để đạt được những thỏa thuận pháp lý rằng NATO sẽ không mở rộng về phía đông.,0

"Crystal Bay hợp tác Beowulf tạo thanh khoản trực tuyến cho lưu trú khách sạn, du lịch Tập đoàn Crystal Bay và Beowulf Blockchain (Beowulf) vừa công bố hợp tác xây dựng nền tảng giao dịch trực tuyến NFT cho việc lưu trú khách sạn và các sản phẩm du lịch liên quan.",1

"Nhà đầu tư Nhật chỉ ra những thách thức thu hút FDI sắp tới của TP.HCM Đó là sự cạnh tranh gay gắt để có được nguồn nhân lực chất lượng cao, nguy cơ mức lương tăng cao, giảm tính hấp dẫn đối với các nhà đầu tư…",0

"Ngân hàng rục rịch tăng lãi suất huy động Áp lực lạm phát, tiền gửi cá nhân giảm, nhu cầu vốn cuối năm tăng... khiến các nhà băng rục rịch tăng lãi suất huy động.",0

"Học trực tuyến, thi trực tiếp: Học sinh không nên quá lo lắng Ngày trở lại trường, nhiều học sinh băn khoăn với hình thức thi cuối học kỳ trực tiếp tại trường vì đã phải nghe giảng trực tuyến gần một học kỳ, theo sau đó là lo lắng dịch bệnh phức tạp.",0

"Học cả trực tiếp lẫn trực tuyến, kiểm tra cuối kỳ ra sao? Học kỳ 1 với sự thay đổi liên tục hình thức dạy học (trực tiếp, trực tuyến) ở nhiều nhà trường. Câu hỏi đặt ra là việc kiểm tra cuối kỳ sẽ tiến hành theo cách nào?",1

"Học sinh đi học trở lại: Tập trung an toàn, không đặt nặng kiến thức Không đặt nặng kiến thức mà tập trung vào sự an toàn cho học sinh là khẳng định của lãnh đạo Sở GD-ĐT TP.HCM trong ngày đầu các trường mở cửa, đón học sinh đi học trở lại sau gần 7 tháng ngừng hoạt động vì dịch Covid-19.",0

Chàng người mẫu với 'lợi thế' vết sẹo trên mặt Sở hữu vết sẹo hình chữ thập trên gương mặt nhưng chàng người mẫu trẻ Nguyễn Đăng Đức (21 tuổi) lại cho đây là một điểm đặc biệt của bản thân thay vì khuyết điểm.,1

"Độc đáo với sản phẩm... bàn tay giả Chàng trai 8X ở Hà Nội từ bỏ công việc ổn định và quyết tâm khởi nghiệp, sản xuất các loại bàn tay, ngón tay giả bằng silicon để hỗ trợ người khiếm khuyết.",0

Nghĩ gì từ câu trả lời ứng xử của Top 3 Hoa hậu Hoàn vũ? Hoa hậu Hoàn vũ 2021 đã khép lại với chiến thắng thuộc về người đẹp Ấn độ. Bên cạnh nhan sắc rực rỡ của tân Hoa hậu thì phần trả lời ứng xử của các người đẹp cũng để lại nhiều bài học cho giới trẻ.,1

"Web-drama của Hồ Bích Trâm, Võ Tấn Phát dẫn đầu đề cử giải 'Ngôi sao xanh 2021' Cổng bình chọn giải thưởng điện ảnh - truyền hình Ngôi sao xanh 2021 đã khép lại vào ngày 14.12. Dẫn đầu các đề cử năm nay không chỉ là những tên tuổi kỳ cựu mà còn có sự bứt phá của một số nhân tố mới.",1

"Bức ‘Người phụ nữ đội nón lá bên sông’ của Mai Trung Thứ bán 1,5 triệu USD Tác phẩm của danh họa Mai Trung Thứ - Người phụ nữ đội nón lá bên sông vừa được Nhà đấu giá Sotheby’s Hong Kong bán thành công hơn 1,5 triệu USD.",0

"Hoa hậu H’Hen Niê, Khánh Ngân diễn thời trang thổ cẩm trong chương trình ở EXPO DUBAI Lễ công bố chương trình nghệ thuật Dòng chảy bất tận - The Eternal Flow vừa diễn ra tại Hà Nội có sự tham dự của Hoa hậu H'Hen Niê, Hoa hậu Ngọc Hân, Hoa hậu Khánh Ngân, Á khôi Bùi Minh Anh, Ngô Mỹ Hải...",0

"Nghệ sĩ Mạc Can: Chừng nào còn sống thì còn đi đóng phim Ở tuổi 76, dù sức khỏe không tốt nhưng nghệ sĩ Mạc Can vẫn lăn xả trên phim trường khi tham gia phim kinh dị Chuyện ma gần nhà. Nam nghệ sĩ nói đi đóng phim giúp tinh thần ông được thoải mái và mau hết bệnh.",1

Thùy Tiên khoe bộ ảnh nóng bỏng hậu đăng quang Miss Grand International Thần thái sắc sảo cộng với vóc dáng quyến rũ của Nguyễn Thúc Thùy Tiên trong bộ ảnh mới đang khiến fan 'đứng ngồi không yên'.,0

"Nỗi lòng diễn viên quần chúng 'Có lần vào vai quần chúng cho một clip quảng cáo, quay xong em chạy xe từ quận 7 về nhà ở quận 2, trời mưa lất phất mà nước mắt em cứ chảy', diễn viên Trâm Anh cho biết.",0

"Giải U.21 quốc gia: Bóng đá trẻ phải sạch thì giải đấu mới đáng xem Nhiều nhà chuyên môn và HLV đã hết lời ca ngợi các trận đấu của vòng loại giải bóng đá U.21 quốc gia Thanh Niên lần thứ 25 năm 2021 là rất hay và diễn ra một cách sòng phẳng, góp phần mang đến những cái tên chất lượng có mặt ở vòng chung kết.",0

"Kết quả Singapore 2-0 Timor Leste, AFF Cup 2020: 'Sư tử biển' vào bán kết Chủ nhà Singapore cùng với tuyển Thái Lan là 2 đội sẽ góp mặt ở vòng bán kết AFF Cup 2020 sau khi 'Sư tử biển' đã dễ dàng giành chiến thắng trước Timor Leste - đội yếu nhất bảng A.",1

"Trung vệ số 1 tuyển Indonesia, Elkan Baggott vắng mặt trận gặp tuyển Việt Nam vì Covid-19 Theo trang panditFootball.com, Elkan Baggott đã được đề nghị phải cách ly do chuyến bay đến Singapore của cầu thủ này trước trận gặp Lào (ngày 12.12) có nhiều hành khách bị nhiễm Covid-19 nghi biến thể mới Omicron.",1

"Phụ huynh nháo nhào mua kit xét nghiệm cho con ngay trong tối muộn Tối qua (13.12), nhiều phụ huynh tại TP.Hạ Long (Quảng Ninh) đã nháo nhác đi tìm kit xét nghiệm cho con theo yêu cầu của nhà trường. Kit test nhanh vì vậy bị đẩy giá, khan hàng.",1

"Hà Nội 1000 F0/ngày: Hàng quán Đống Đa bán mang về, khách có sang quận khác ăn? Từ 12 giờ trưa 13.12, Q. Đống Đa – quận duy nhất cấp độ 3 của Hà Nội áp dụng quy định hàng quán chỉ được bán mang về để phòng chống dịch Covid-19. Hôm qua cũng là ngày Hà Nội phát hiện 1.000 ca F0/ngày, vượt qua TP.HCM (915 ca).",1

"Chị em U.90 ôm nhau khóc hội ngộ sau dịch Covid-19: 'Mừng quá trời quá đất' Dù chỉ cách nhau 4 km nhưng vì dịch Covid-19, hơn 3 tháng trời chị em cụ bà U.90 không được gặp nhau. Trong cuộc hội ngộ bất ngờ, bà Hai (87 tuổi) ôm em gái nức nở khiến cư dân mạng xúc động.",1

"Phát hiện độ tuổi đáng ngạc nhiên bị nhiễm Omicron Tiến sĩ Angelique Coetzee, chủ tịch Hiệp hội Y khoa Nam Phi, nói với hãng tin Reuters rằng, hầu hết những người nhiễm Omicron đều ở độ tuổi từ 40 trở xuống, theo Express.",1

"Thò chân ra khỏi mền khi ngủ có tốt không? Nhiều người có thói quen khi ngủ mền thì rụt 2 bàn chân vào trong, số khác thì đưa ra ngoài. Một số bằng chứng cho thấy đưa bàn chân ra khỏi mền có thể tác động đến giấc ngủ.",1

"Cứu sống sản phụ 18 tuổi bị giảm tiểu cầu nguy hiểm, hiếm gặp Các bác sĩ vừa cứu sống sản phụ 18 tuổi bị ban xuất huyết giảm tiểu cầu huyết khối. Một bệnh lý nguy hiểm, rất hiếm gặp và khó chẩn đoán.",0

"Ô tô giảm giá, người Việt mua sắm hơn 50.000 xe Với mục tiêu hưởng ưu đãi từ chương trình khuyến mãi của nhà sản xuất, phân phối cũng như chính sách giảm lệ phí trước bạ từ phía Chính phủ, người Việt đổ xô mua sắm ô tô, đặc biệt là các mẫu xe lắp ráp trong nước, giúp thị trường tăng trưởng kỷ lục.",0

"Toyota Vios chưa buông, Hyundai Accent ‘lạc bước’ ngôi vương sẽ thuộc về ai? Nỗ lực trong giai đoạn “chạy nước rút” giúp Toyota Vios gần như san bằng cách biệt doanh số, trong khi bước chững lại bất ngờ của Hyundai Accent ngay “phút 89” khiến cuộc đua đến ngôi vương sedan hạng B tại Việt Nam trở nên kịch tính hơn bao giờ hết.",0

"SUV đô thị: Toyota Corolla Cross khẳng định vị thế, KIA Seltos giảm nhiệt Trong bức tranh màu sáng của phân khúc SUV đô thị, Toyota Corolla Cross chính là điểm nhấn khi lập kỉ lục doanh số với hơn 3.000 xe bán ra, trong khi đối thủ KIA Seltos đang bắt đầu giảm nhiệt.",1

Anh chuẩn bị ra sao trước 'sóng triều Omicron'? Anh đang tăng cường chương trình tiêm mũi 3 vắc xin Covid-19 để ngăn chặn làn sóng Covid-19 trước biến thể Omicron.,0

"Lo Omicron, Thái Lan rút ngắn thời gian tiêm mũi 3 vắc xin Covid-19 Thái Lan cho biết sẽ giảm thời gian giữa mũi tiêm vắc xin Covid-19 thứ 2 và thứ 3 nhằm tăng cường hệ miễn dịch để sẵn sàng đương đầu làn sóng Covid-19 mới do biến thể Omicron gây ra.",1

"Các nữ vận động viên bị bác sĩ quấy rối tình dục nhận 380 triệu USD sau dàn xếp Sau cuộc chiến pháp lý kéo dài 5 năm, những nạn nhân cựu bác sĩ của đội tuyển thể dục dụng cụ Mỹ đã đạt được thỏa thuận dàn xếp.",0

"Khai trừ Đảng Bí thư Cô Tô, cách hết chức vụ trong Đảng với ông Cao Minh Quang Ban Bí thư quyết định khai trừ Đảng ông Lê Hùng Sơn, Bí thư Huyện ủy Cô Tô (Quảng Ninh); cách chức tất cả các chức vụ trong Đảng đối với ông Cao Minh Quang, nguyên Thứ trưởng Bộ Y tế.",1

"Sau 2 ngày đi học trở lại, số học sinh TP.HCM đến trường biến động ra sao? Sau 2 ngày TP.HCM tổ chức cho học sinh lớp 9 và 12 đi học trở lại, tỷ lệ học sinh đến trường thực tế biến động mỗi ngày và cao hơn so với số thống kê ban đầu.",1

"Bão Rai diễn biến ra sao khi vào Biển Đông? Cơn bão Rai có thể đạt cấp gió 13 - 14, giật cấp 16 trước khi đổ bộ vào Philippines nhưng khi đi vào Biển Đông có thể suy yếu do tác động từ không khí lạnh và nhiệt độ thấp của nước biển gần bờ.",1

"Vì sao không xử lý trách nhiệm nguyên Chánh văn phòng Tỉnh ủy Bình Dương? Liên quan vụ chuyển nhượng trái pháp luật khu đất vàng 43 ha cho tư nhân ở Bình Dương, kết luận điều tra bổ sung xác định trách nhiệm của ông Nguyễn Văn Đông (nguyên Chánh văn phòng Tỉnh ủy Bình Dương) chưa đến mức xử lý hình sự.",0

"HLV Shin Tae-yong lo học trò khiếp sợ khi chạm trán tuyển Việt Nam Trước giờ bước vào trận đấu quan trọng với tuyển Việt Nam ở bảng B, AFF Cup 2020, HLV Shin Tae-yong dành thời gian truyền lửa cho các học trò, đặc biệt nhắn nhủ họ đừng sợ hãi tuyển Việt Nam.",1

"AFF Cup vẫn ‘cương quyết’ không thay đổi thực đơn nghèo nàn, tuyển Việt Nam lại sốc Chất lượng bữa ăn tại khách sạn Mercure Roxy, nơi đóng quân của một số đội tuyển tham dự AFF Cup, vẫn không được cải thiện. Ban tổ chức Singapore vẫn giữ nguyên thực đơn nghèo nàn, không thay đổi cả về chất lẫn lượng.",0

"Trực tiếp Kết quả Lào 0-2 Campuchia, AFF Cup 2020: 'Messi xứ Angkor' lập cú đúp Trận đấu lúc 16 giờ 30 sẽ là cơ hội để cả tuyển Lào và Campuchia giành những điểm số đầu tiên tại AFF Cup 2020. Cả 2 đội đã chính thức bị loại tại bảng B.",0

"Người Sài Gòn sống chung nhà với F0: Làm sao chăm người bệnh mà không nhiễm Covid-19? ‘Sống chung với F0’ không còn là khái niệm xa lạ với nhiều người Sài Gòn lúc này khi nhiều người nhiễm Covid-19 lựa chọn cách điều trị tại nhà. Thân nhân của họ làm gì để vừa chăm sóc người bệnh, vừa giữ mình không bị nhiễm Covid-19?",1

"Không xin được Elkan Baggott đấu trận tuyển Việt Nam, báo Indonesia đòi bỏ AFF Cup 2020 Trang Bolasport.com đề nghị tuyển Indonesia bỏ giải AFF Cup 2020, vì trung vệ cao 1m94, Elkan Baggott không được cho thi đấu trận gặp tuyển Việt Nam giống như đội tuyển cầu lông từng bị buộc rút lui khỏi giải All England 2021.",1

"Lịch thi đấu, trực tiếp AFF Cup 2020 hôm nay 15.12: Indonesia khó đòi nợ tuyển Việt Nam Lịch thi đấu bóng đá, lịch truyền hình trực tiếp và dự đoán kết quả vòng bảng AFF Cup 2020 diễn ra hôm nay 15.12 (theo giờ VN) luôn được cập nhật nhanh và chính xác nhất.",1

Giá USD hôm nay 15.12.2021: Nhảy vọt trên thị trường tự do Giá USD sáng 15.12 tiếp đà tăng trên cả thế giới lẫn trong nước khi kỳ vọng Mỹ sớm nâng lãi suất.,0

"Bị khai tử tại Việt Nam, xe cũ Chevrolet Trailblazer thành hàng hiếm Chevrolet Trailblazer không còn phân phối tại thị trường Việt Nam đồng nghĩa với việc mẫu xe này trở nên khan hiếm hơn trên sàn xe cũ, nhất là xe trang bị động cơ dầu 2.8L trong đợt đầu nhập về Việt Nam.",0

"Đi du lịch chưa bao giờ rẻ như bây giờ Sau khi Chính phủ ""chốt"" lộ trình mở cửa hàng không, đón khách quốc tế, hàng loạt chương trình khuyến mãi hấp dẫn đã được các đơn vị ồ ạt triển khai, làm nóng thị trường du lịch nội địa",1

"Kêu cứu vì ở chung cư 9 năm vẫn chưa được cấp sổ đỏ Mua nhà và hoàn thành nghĩa vụ tài chính từ tháng 7.2012 tới nay hơn 9 năm, các cư dân sống tại chung cư 32/17 Nguyễn Huy Lượng, quận Bình Thạnh (TP.HCM) hoang mang vì mãi không được cấp sổ đỏ.",0

Giá vàng hôm nay 15.12.2021: Sụt giảm sau 2 ngày tăng giá Giá vàng sáng 15.12 giảm trước lực bán tháo của nhà đầu tư trước khi cuộc họp chính sách tiền tệ tại Mỹ kết thúc và công bố kết quả.,0

"Cháy lớn tại cao ốc Hồng Kông, hàng trăm người mắc kẹt trên sân thượng Hơn 300 người đang bị mắc kẹt trên tầng thượng của tòa Trung tâm Thương mại Thế giới bị cháy tại Hồng Kông ngày 15.12.",1

"Tránh xe máy, xe bồn chở xăng lật phát nổ ở Haiti, 60 người chết It nhất 60 người thiệt mạng trong vụ nổ xe bồn ở thành phố Cap- Haitien của Haiti và có thông tin nhiều cư dân gần đó đã cố thu gom nhiên liệu từ chiếc xe bồn trước khi vụ nổ xảy ra.",0

"Nữ phi công kể chuyện xoay xở đáp cường kích A-10 đang bung ra từng mảnh giữa không trung Điều mà chẳng phi công nào muốn nhìn thấy là việc máy bay của mình tưởng chừng rã ra từng mảnh khi sắp hạ cánh. Nhưng đó lại chính là cơn ác mộng mà phi công Taylor ""Petrie"" Bye phải đối mặt khi lái cường kích A-10 năm ngoái.",1

"Ấn tượng chuỗi sự kiện mừng Giáng sinh và năm mới tại Novaland Gallery Lệ Quyên, Mỹ Linh, Ngọc Linh, Jimmii Nguyễn cùng loạt ca sĩ trẻ như Văn Mai Hương, Võ Hạ Trâm... “cháy hết mình” với loạt hit đình đám khiến sân khấu Novaland Gallery “bùng nổ”, mang đến sự hứng khởi cho khán giả trong chuỗi sự kiện.",1

"Cơn sốt đất 'điên đảo' ở TP.Đông Hà… hạ nhiệt! Sau hơn 3 tuần ""điên đảo"", cơn sốt đất ở TP.Đông Hà (Quảng Trị) đã hạ nhiệt, giới bất động sản bắt đầu thưa vắng ở cả đời thực lẫn trên mạng…",0

"Nhiều hoạt động ý nghĩa tri ân khách hàng của EVNCPC Hàng loạt các hoạt động ý nghĩa tri ân khách hàng, lan tỏa nhân văn với các hoạt động xã hội đã được Tổng công ty Điện lực miền Trung (EVNCPC) thực hiện nhân kỷ niệm 67 năm Ngày truyền thống ngành Điện lực VN (21.12.1954 - 21.12.2021).",1

"'Bác sĩ ơi, con cô đơn quá, học trực tuyến xong chỉ biết lên mạng, chơi game...' Đó là tâm sự của nhiều học sinh, sinh viên khi gọi điện đến số tổng đài của dự án cộng đồng 'Chăm sóc sức khỏe tâm thần trong đại dịch' để được tham vấn và trị liệu tâm lý.",0

"Bộ GD-ĐT lại thay đổi về hướng dẫn kiểm tra học kỳ với lớp 1, lớp 2 Chỉ riêng hình thức kiểm tra học kỳ với học sinh lớp 1, lớp 2, Bộ GD-ĐT đã liên tục thay đổi quan điểm chỉ đạo từ đầu năm học đến nay.",0

"Cơ hội nghiên cứu tại Mỹ dành cho giảng viên, giáo viên Phái đoàn ngoại giao Mỹ tại Việt Nam đang tìm kiếm ứng viên cho chương trình học bổng nghiên cứu Mỹ dành cho học giả và chuyên gia giáo dục phổ thông (SUSI) mùa hè năm 2022.",1

"Làm điều đặc biệt ở tuổi 18 Không chỉ đạt thành tích tốt trong học tập, cô gái 18 tuổi ở Hà Nội năng nổ thực hiện nhiều dự án lớn vì cộng đồng.",1

"Ngày hội 'Tuổi trẻ Khánh Hòa vì biển, đảo quê hương' 2021 Sáng 15.12, tại cảng cá Hòn Rớ (xã Phước Đồng, TP.Nha Trang), Tỉnh đoàn Khánh Hòa phối hợp với Sở NN-PTNT, Bộ đội Biên phòng tỉnh tổ chức chương trình Ngày hội 'Tuổi trẻ Khánh Hòa vì biển, đảo quê hương' năm 2021.",1

"Học sinh sáng chế máy ấp trứng cá thát lát Máy ấp trứng cá thát lát do 2 học sinh Lê Thị Diệu An(15 tuổi, lớp 9) và Trần Quỳnh Ý Vi (14 tuổi, lớp 8) sáng chế theo nguyên lý lọc nước tuần hoàn, có thể theo dõi quy trình từ xa.",0

"Đông Nhi, Wowy... trình diễn tại nhạc hội countdown đón năm mới Đông đảo ca sĩ nổi tiếng như Đông Nhi, Wowy, Vũ Cát Tường, Văn Mai Hương... đang tưng bừng chuẩn bị cho các tiết mục trình diễn tại nhạc hội countdown vào đêm giao thừa tết tây 31.12.2021.",0

"Ngắm những tác phẩm xuất sắc của cuộc thi ảnh về ngành điện Sáng 15.12, Tổng công ty Điện lực TP.HCM (EVNHCMC) đã long trọng tổ chức lễ trao giải thưởng cuộc thi ảnh đẹp và sáng tác ca khúc hay về ngành điện, với chủ đề Điện lực TP.HCM – 45 năm cùng TP tỏa sáng.",1

"Sau nhiều năm cover, tích cóp, Hà Nhi ""chơi lớn"" cho MV thử thách bản thân ""Với nhiều ca sĩ, làm một MV không khó nhưng với Hà Nhi là cả một vấn đề"", top 4 Vietnam Idol 2015 cho biết khi nói về MV Thơm vừa ra mắt của mình.",1

"Ngọc Lan 'choáng' trước chàng trai đặt tiêu chuẩn ngoại hình, mang cả thước dây đi hẹn hò Tham gia chương trình Bạn muốn hẹn hò, chàng trai Ngọc Dương thẳng thắn cho biết thích bạn gái có vòng một từ 85-90cm. Anh thậm chí còn mang cả thước dây theo để nhờ đo giúp khiến Quyền Linh và Ngọc Lan 'dở khóc dở cười'.",0

"Đi lên nhờ vai quần chúng Nếu chịu khó 'cày', nhiều diễn viên quần chúng (extras) có thể kiếm được thu nhập 2, 3 triệu đồng/ngày, thậm chí hơn. Nếu kiên trì, chịu khó học hỏi, vẫn có người thành công với nghề.",0

"Nam ca sĩ Vương Lực Hoành bất ngờ thông báo ly hôn Chiều 15.12, trên trang cá nhân, Vương Lực Hoành thừa nhận anh và vợ Lý Tịnh Lôi đã chính thức ly hôn sau 8 năm “về chung một nhà”. Thông tin này gây chấn động làng giải trí Hoa ngữ.",0

"Chữ tín của thầy Park Tạm từ bỏ lối chơi phòng ngự phản công vốn trở thành ‘đặc sản’ của tuyển Việt Nam do chính mình xây dựng suốt 3 năm qua, ông Park đã ‘tự tay” biến hóa thành một lối chơi mang âm hưởng mới…",1

"HLV Mano Polking mong chờ điều gì từ trận đấu tuyển Việt Nam gặp Indonesia? Theo báo chí Thái Lan xác nhận, HLV Mano Polking sẽ đến xem trận tuyển Việt Nam gặp Indonesia lúc 19 giờ 30 tối nay (15.12) trên sân Bishan với mục đích dò xét cả 2 đối thủ tiềm năng gặp ở trận bán kết.",0

"Cuộc đấu trí giữa Park Hang-seo với Shin Tae-yong ở AFF Cup nóng trên báo Hàn Quốc Báo chí Hàn Quốc gọi trận đấu giữa tuyển Việt Nam với Indonesia ở vòng 3 bảng B, AFF Cup 2020 diễn ra lúc 19 giờ 30 hôm nay là “derby HLV Hàn Quốc” và được quan tâm đặc biệt.",0

"Bộ ảnh gia đình gây sốt vì có một nhân vật đặc biệt Thay vì có các thành viên trong gia đình như bình thường, bộ ảnh gia đình của chị Mơ đặc biệt hơn khi nhân vật chính là chú chó tên Gấu mà chị mua về nuôi 3 năm trước và xem như con của mình.",1

"Phụ huynh nháo nhào mua kit xét nghiệm cho con ngay trong tối muộn Tối qua (13.12), nhiều phụ huynh tại TP.Hạ Long (Quảng Ninh) đã nháo nhác đi tìm kit xét nghiệm cho con theo yêu cầu của nhà trường. Kit test nhanh vì vậy bị đẩy giá, khan hàng.",1

"Shipper chở mẹ bị nam nữ lao vào đánh, cướp điện thoại ở TP.HCM: Công an nói gì? Hơn 21 giờ, anh H. (19 tuổi, ngụ Q.7) chở mẹ trên đường ở TP.HCM thì bất ngờ bị 2 nam, 1 nữ chửi bới, nhào vô đánh. Người dân can ngăn, nhóm này bỏ đi, anh H. kiểm tra đã bị mất điện thoại và tai nghe bluetooth.",1

"Hướng dẫn mới nhất về 3 loại thuốc kháng vi rút điều trị Covid-19 Theo Quyết định 5666/QĐ-BYT của Bộ Y tế về việc sửa đổi, bổ sung một số điểm của Hướng dẫn chẩn đoán và điều trị Covid-19, trong nước hiện có 3 thuốc kháng vi rút dùng điều trị người bệnh Covid-19 là Remdesivir, Favipiravir và Molnupiravir.",1

"Gần 90% người nhiễm Omicron gặp triệu chứng này đầu tiên Trung tâm Kiểm soát và Phòng ngừa Dịch bệnh Mỹ (CDC Mỹ) đã đưa ra một hồ sơ triệu chứng sơ bộ ở người nhiễm biến thể Omicron, theo Express.",1

